ID,output/quality
1,5.7727272727272725
2,5.363636363636363
3,6.08
4,5.483870967741935
5,6.0
6,6.051282051282051
7,5.076923076923077
8,6.0
9,5.0285714285714285
10,6.088235294117647
11,5.916666666666667
12,5.32
13,5.962962962962963
14,6.0
15,5.28
16,5.0588235294117645
17,6.464285714285714
18,6.0
19,6.090909090909091
20,5.846153846153846
21,6.068965517241379
22,5.777777777777778
23,5.903225806451613
24,6.458333333333333
25,5.903225806451613
26,6.125
27,6.2592592592592595
28,6.0
29,5.9393939393939394
30,5.918918918918919
31,5.966666666666667
32,6.0
33,5.777777777777778
34,5.962962962962963
35,5.476190476190476
36,6.055555555555555
37,5.5625
38,5.275862068965517
39,5.9743589743589745
40,5.038461538461538
41,5.962962962962963
42,6.032258064516129
43,5.9743589743589745
44,5.9393939393939394
45,5.625
46,5.068965517241379
47,6.088235294117647
48,4.96875
49,6.545454545454546
50,5.9655172413793105
51,6.125
52,5.275862068965517
53,6.0
54,6.458333333333333
55,5.9714285714285715
56,6.0
57,6.138888888888889
58,5.689655172413793
59,6.057142857142857
60,6.0
61,6.2592592592592595
62,6.088235294117647
63,6.0
64,6.458333333333333
65,6.125
66,5.28
67,6.0
68,5.88
69,5.5625
70,6.0
71,5.96875
72,5.068965517241379
73,6.125
74,5.818181818181818
75,6.512820512820513
76,6.111111111111111
77,5.2727272727272725
78,6.714285714285714
79,5.333333333333333
80,6.055555555555555
81,5.967741935483871
82,5.32
83,6.057142857142857
84,5.344827586206897
85,6.105263157894737
86,6.04
87,5.5625
88,6.138888888888889
89,5.9714285714285715
90,6.0
91,5.0
92,6.0
93,6.0
94,5.476190476190476
95,6.057142857142857
96,6.0
97,6.0
98,5.25
99,6.090909090909091
100,6.032258064516129
101,6.0
102,5.9655172413793105
103,5.217391304347826
104,5.0285714285714285
105,6.032258064516129
106,6.0
107,6.057142857142857
108,5.476190476190476
109,6.379310344827586
110,5.9655172413793105
111,6.041666666666667
112,5.5
113,6.708333333333333
114,6.0
115,6.0
116,7.0285714285714285
117,5.666666666666667
118,5.28
119,5.28
120,6.057142857142857
121,5.911764705882353
122,5.925925925925926
123,5.363636363636363
124,6.041666666666667
125,5.818181818181818
126,6.464285714285714
127,6.655172413793103
128,5.931034482758621
129,6.2592592592592595
130,6.0
131,6.238095238095238
132,6.708333333333333
133,6.0
134,6.0
135,5.9655172413793105
136,5.9743589743589745
137,6.0
138,5.483870967741935
139,5.966666666666667
140,6.0
141,5.88
142,6.088235294117647
143,5.925925925925926
144,6.0
145,6.138888888888889
146,5.0285714285714285
147,5.344827586206897
148,5.476190476190476
149,5.53125
150,5.038461538461538
151,4.96875
152,5.914285714285715
153,5.526315789473684
154,5.9393939393939394
155,5.461538461538462
156,6.0
157,5.966666666666667
158,5.275862068965517
159,6.068965517241379
160,5.0
161,5.9743589743589745
162,5.541666666666667
163,5.5625
164,6.04
165,6.0
166,6.0
167,6.032258064516129
168,6.0
169,6.0
170,5.96875
171,5.592592592592593
172,5.9714285714285715
173,5.454545454545454
174,5.916666666666667
175,5.25
176,5.96875
177,6.0
178,5.454545454545454
179,5.911764705882353
180,5.9743589743589745
181,6.105263157894737
182,5.32
183,6.068965517241379
184,6.0
185,5.344827586206897
186,5.666666666666667
187,6.0
188,5.53125
189,5.344827586206897
190,5.28
191,5.53125
192,6.08
193,6.0
194,5.9743589743589745
195,5.9743589743589745
196,6.594594594594595
197,5.9743589743589745
198,5.37037037037037
199,6.105263157894737
200,6.0
201,6.458333333333333
202,5.777777777777778
203,6.0
204,5.916666666666667
205,6.594594594594595
206,5.37037037037037
207,5.684210526315789
208,5.9714285714285715
209,5.818181818181818
210,6.035714285714286
211,4.96875
212,5.2272727272727275
213,6.0
214,6.0
215,5.96875
216,5.0588235294117645
217,5.5
218,5.483870967741935
219,6.545454545454546
220,6.380952380952381
221,6.0
222,5.5
223,6.096774193548387
224,5.28
225,5.521739130434782
226,6.458333333333333
227,5.37037037037037
228,5.684210526315789
229,6.0
230,6.0
231,6.238095238095238
232,5.5625
233,5.96875
234,6.08
235,6.0
236,5.625
237,6.051282051282051
238,6.105263157894737
239,6.0
240,5.914285714285715
241,6.0
242,6.088235294117647
243,5.666666666666667
244,5.483870967741935
245,5.5
246,6.0
247,5.521739130434782
248,6.0
249,6.138888888888889
250,6.111111111111111
251,5.333333333333333
252,5.909090909090909
253,6.0
254,6.057142857142857
255,5.96875
256,6.458333333333333
257,5.206896551724138
258,5.53125
259,5.666666666666667
260,5.684210526315789
261,6.458333333333333
262,5.0588235294117645
263,6.594594594594595
264,6.088235294117647
265,6.708333333333333
266,5.5625
267,6.041666666666667
268,6.125
269,6.041666666666667
270,5.846153846153846
271,5.962962962962963
272,5.914285714285715
273,6.512820512820513
274,5.909090909090909
275,7.0285714285714285
276,6.0
277,5.068965517241379
278,6.594594594594595
279,5.9655172413793105
280,5.911764705882353
281,6.433333333333334
282,5.25
283,5.038461538461538
284,6.032258064516129
285,5.931034482758621
286,6.0
287,6.714285714285714
288,6.0
289,6.0
290,6.105263157894737
291,6.238095238095238
292,6.086956521739131
293,5.333333333333333
294,6.238095238095238
295,5.911764705882353
296,5.53125
297,5.818181818181818
298,5.526315789473684
299,5.25
300,5.911764705882353
301,6.0476190476190474
302,6.0
303,6.0
304,5.818181818181818
305,6.303030303030303
306,5.962962962962963
307,5.961538461538462
308,5.592592592592593
309,6.041666666666667
310,5.344827586206897
311,5.53125
312,5.625
313,6.0
314,6.238095238095238
315,6.032258064516129
316,5.967741935483871
317,6.303030303030303
318,6.594594594594595
319,6.206896551724138
320,6.0
321,5.2272727272727275
322,5.5625
323,5.526315789473684
324,5.2272727272727275
325,5.909090909090909
326,5.9393939393939394
327,5.903225806451613
328,6.032258064516129
329,6.0
330,6.041666666666667
331,6.0
332,5.275862068965517
333,5.2727272727272725
334,6.0
335,5.689655172413793
336,6.594594594594595
337,5.9655172413793105
338,5.777777777777778
339,6.088235294117647
340,6.0
341,6.041666666666667
342,5.722222222222222
343,5.966666666666667
344,6.594594594594595
345,6.0
346,6.086956521739131
347,5.5625
348,6.0
349,6.714285714285714
350,6.105263157894737
351,6.088235294117647
352,5.7727272727272725
353,6.111111111111111
354,6.088235294117647
355,6.111111111111111
356,6.111111111111111
357,6.088235294117647
358,5.966666666666667
359,6.0476190476190474
360,6.0
361,6.055555555555555
362,5.9655172413793105
363,5.454545454545454
364,6.714285714285714
365,6.0
366,4.96875
367,7.0285714285714285
368,6.086956521739131
369,6.0
370,6.0
371,6.088235294117647
372,5.9743589743589745
373,5.88
374,5.818181818181818
375,6.088235294117647
376,5.25
377,6.0
378,5.818181818181818
379,5.37037037037037
380,6.0
381,6.303030303030303
382,5.37037037037037
383,5.925925925925926
384,6.055555555555555
385,6.068965517241379
386,6.086956521739131
387,5.461538461538462
388,5.7727272727272725
389,5.9714285714285715
390,5.925925925925926
391,6.0
392,6.655172413793103
393,5.454545454545454
394,5.9714285714285715
395,5.476190476190476
396,5.931034482758621
397,5.689655172413793
398,6.512820512820513
399,6.032258064516129
400,6.125
401,5.925925925925926
402,5.217391304347826
403,5.689655172413793
404,5.068965517241379
405,5.722222222222222
406,6.714285714285714
407,6.0
408,5.925925925925926
409,5.916666666666667
410,5.0285714285714285
411,7.0285714285714285
412,5.777777777777778
413,5.454545454545454
414,5.9393939393939394
415,5.88
416,6.0
417,5.9743589743589745
418,5.25
419,6.0
420,6.068965517241379
421,5.916666666666667
422,6.0
423,6.0
424,5.911764705882353
425,5.9743589743589745
426,5.9655172413793105
427,6.088235294117647
428,5.88
429,5.25
430,5.217391304347826
431,5.53125
432,5.9743589743589745
433,5.25
434,5.914285714285715
435,5.5
436,5.9743589743589745
437,5.818181818181818
438,5.068965517241379
439,6.0
440,5.925925925925926
441,5.888888888888889
442,4.96875
443,5.777777777777778
444,6.117647058823529
445,6.055555555555555
446,6.5
447,5.206896551724138
448,5.966666666666667
449,5.909090909090909
450,6.433333333333334
451,6.433333333333334
452,5.419354838709677
453,6.086956521739131
454,5.206896551724138
455,5.2272727272727275
456,5.038461538461538
457,6.0
458,6.0
459,5.88
460,6.088235294117647
461,6.458333333333333
462,5.37037037037037
463,5.333333333333333
464,6.0
465,6.0
466,6.708333333333333
467,5.419354838709677
468,6.0
469,6.068965517241379
470,5.419354838709677
471,5.37037037037037
472,5.541666666666667
473,6.138888888888889
474,5.818181818181818
475,5.818181818181818
476,5.777777777777778
477,6.464285714285714
478,6.0
479,6.594594594594595
480,6.433333333333334
481,6.708333333333333
482,5.9743589743589745
483,5.038461538461538
484,4.96875
485,5.0588235294117645
486,6.433333333333334
487,6.0
488,5.9743589743589745
489,5.911764705882353
490,5.461538461538462
491,6.057142857142857
492,5.7727272727272725
493,6.714285714285714
494,5.9655172413793105
495,6.333333333333333
496,6.088235294117647
497,4.96875
498,6.0
499,6.0
500,5.2272727272727275
501,5.483870967741935
502,6.0
503,6.068965517241379
504,5.733333333333333
505,5.909090909090909
506,6.303030303030303
507,5.217391304347826
508,6.041666666666667
509,5.5625
510,5.846153846153846
511,6.0
512,6.041666666666667
513,5.9393939393939394
514,6.0
515,6.0
516,6.206896551724138
517,6.138888888888889
518,5.206896551724138
519,6.5
520,5.206896551724138
521,5.37037037037037
522,5.53125
523,4.96875
524,6.0
525,6.125
526,5.722222222222222
527,5.722222222222222
528,5.9714285714285715
529,6.0
530,5.541666666666667
531,5.344827586206897
532,5.909090909090909
533,5.911764705882353
534,6.0
535,6.0
536,5.541666666666667
537,6.0
538,6.035714285714286
539,5.96875
540,6.433333333333334
541,5.521739130434782
542,5.37037037037037
543,5.925925925925926
544,5.454545454545454
545,6.0
546,5.818181818181818
547,6.708333333333333
548,6.714285714285714
549,5.916666666666667
550,6.0
551,6.0
552,5.903225806451613
553,5.363636363636363
554,5.9714285714285715
555,5.9714285714285715
556,6.138888888888889
557,6.041666666666667
558,5.9743589743589745
559,6.5
560,5.2727272727272725
561,6.032258064516129
562,6.303030303030303
563,6.0
564,5.454545454545454
565,5.2727272727272725
566,6.0
567,5.918918918918919
568,5.28
569,5.818181818181818
570,5.076923076923077
571,5.7727272727272725
572,6.133333333333334
573,6.088235294117647
574,5.217391304347826
575,6.303030303030303
576,5.961538461538462
577,5.962962962962963
578,5.962962962962963
579,6.086956521739131
580,6.096774193548387
581,6.051282051282051
582,5.925925925925926
583,6.333333333333333
584,5.722222222222222
585,5.25
586,6.2592592592592595
587,6.041666666666667
588,6.0
589,5.25
590,6.0
591,5.818181818181818
592,5.666666666666667
593,5.9655172413793105
594,6.303030303030303
595,6.0
596,6.0
597,5.454545454545454
598,6.125
599,6.0
600,6.379310344827586
601,5.7727272727272725
602,5.5625
603,5.962962962962963
604,5.88
605,6.068965517241379
606,5.914285714285715
607,6.458333333333333
608,6.0
609,6.055555555555555
610,5.7727272727272725
611,6.0
612,6.545454545454546
613,5.363636363636363
614,5.666666666666667
615,5.966666666666667
616,5.903225806451613
617,5.2272727272727275
618,6.0
619,5.2727272727272725
620,5.925925925925926
621,6.458333333333333
622,6.464285714285714
623,6.0
624,6.086956521739131
625,6.0
626,6.125
627,5.2727272727272725
628,6.0
629,6.0
630,5.25
631,5.962962962962963
632,6.0
633,5.777777777777778
634,5.96875
635,5.9714285714285715
636,5.916666666666667
637,5.393939393939394
638,6.0
639,5.483870967741935
640,6.0476190476190474
641,5.7727272727272725
642,5.967741935483871
643,6.0
644,5.9714285714285715
645,6.0
646,6.0
647,6.545454545454546
648,5.9393939393939394
649,5.206896551724138
650,5.9714285714285715
651,5.2272727272727275
652,5.909090909090909
653,6.0
654,6.032258064516129
655,6.714285714285714
656,7.0285714285714285
657,6.433333333333334
658,5.076923076923077
659,6.0
660,6.206896551724138
661,5.068965517241379
662,5.684210526315789
663,6.055555555555555
664,6.0
665,6.545454545454546
666,5.914285714285715
667,6.5
668,5.0588235294117645
669,5.666666666666667
670,6.0
671,6.032258064516129
672,5.918918918918919
673,6.086956521739131
674,6.206896551724138
675,5.454545454545454
676,5.6
677,5.0588235294117645
678,5.333333333333333
679,5.461538461538462
680,6.0
681,5.88
682,5.521739130434782
683,6.08
684,5.461538461538462
685,6.138888888888889
686,5.6
687,5.9714285714285715
688,6.090909090909091
689,6.714285714285714
690,6.0
691,6.133333333333334
692,6.041666666666667
693,5.206896551724138
694,6.0
695,6.041666666666667
696,6.08
697,6.133333333333334
698,5.9655172413793105
699,6.0
700,5.666666666666667
701,5.526315789473684
702,5.53125
703,5.722222222222222
704,5.333333333333333
705,5.483870967741935
706,4.96875
707,5.28
708,6.055555555555555
709,5.0285714285714285
710,5.916666666666667
711,6.512820512820513
712,5.461538461538462
713,6.458333333333333
714,5.275862068965517
715,5.956521739130435
716,5.476190476190476
717,6.379310344827586
718,5.96875
719,5.6
720,5.0285714285714285
721,6.0476190476190474
722,6.138888888888889
723,6.105263157894737
724,6.051282051282051
725,6.0
726,6.238095238095238
727,4.96875
728,5.363636363636363
729,5.818181818181818
730,6.088235294117647
731,6.2592592592592595
732,6.0
733,6.117647058823529
734,6.086956521739131
735,5.967741935483871
736,6.512820512820513
737,5.076923076923077
738,5.666666666666667
739,5.916666666666667
740,5.9655172413793105
741,5.956521739130435
742,6.655172413793103
743,5.911764705882353
744,5.966666666666667
745,6.0
746,5.7727272727272725
747,5.217391304347826
748,5.0285714285714285
749,6.0
750,5.9743589743589745
751,6.433333333333334
752,5.914285714285715
753,6.05
754,6.088235294117647
755,5.483870967741935
756,5.888888888888889
757,6.512820512820513
758,5.217391304347826
759,6.0
760,5.962962962962963
761,4.96875
762,5.962962962962963
763,6.0
764,6.0
765,6.512820512820513
766,6.333333333333333
767,7.0285714285714285
768,6.458333333333333
769,5.37037037037037
770,5.454545454545454
771,5.37037037037037
772,5.217391304347826
773,5.689655172413793
774,6.111111111111111
775,5.9743589743589745
776,6.238095238095238
777,6.655172413793103
778,5.925925925925926
779,5.9743589743589745
780,5.9714285714285715
781,6.0
782,5.9393939393939394
783,5.956521739130435
784,5.9743589743589745
785,5.454545454545454
786,6.0
787,6.105263157894737
788,5.0
789,5.96875
790,6.5
791,5.32
792,5.777777777777778
793,6.055555555555555
794,5.818181818181818
795,5.966666666666667
796,6.0
797,5.53125
798,6.04
799,5.962962962962963
800,6.0
801,5.0588235294117645
802,6.594594594594595
803,5.846153846153846
804,5.28
805,6.08
806,5.9523809523809526
807,5.038461538461538
808,5.689655172413793
809,5.393939393939394
810,5.37037037037037
811,5.9743589743589745
812,5.2727272727272725
813,5.967741935483871
814,6.035714285714286
815,6.125
816,6.0
817,5.903225806451613
818,6.04
819,5.911764705882353
820,5.454545454545454
821,6.512820512820513
822,5.818181818181818
823,6.088235294117647
824,6.096774193548387
825,6.055555555555555
826,6.035714285714286
827,6.117647058823529
828,5.0285714285714285
829,5.9655172413793105
830,6.0
831,5.777777777777778
832,6.0
833,5.9393939393939394
834,6.086956521739131
835,5.918918918918919
836,6.333333333333333
837,6.0
838,6.041666666666667
839,6.655172413793103
840,5.956521739130435
841,5.068965517241379
842,5.217391304347826
843,6.0
844,5.5
845,5.068965517241379
846,6.057142857142857
847,5.961538461538462
848,5.818181818181818
849,5.541666666666667
850,6.0
851,6.0
852,5.9655172413793105
853,6.04
854,6.05
855,5.918918918918919
856,6.032258064516129
857,6.655172413793103
858,5.9714285714285715
859,5.5
860,5.541666666666667
861,5.521739130434782
862,6.096774193548387
863,6.512820512820513
864,6.433333333333334
865,6.0
866,5.914285714285715
867,5.961538461538462
868,5.967741935483871
869,6.708333333333333
870,5.25
871,5.5
872,5.333333333333333
873,5.5625
874,5.068965517241379
875,5.888888888888889
876,5.777777777777778
877,6.655172413793103
878,5.5
879,6.0
880,6.0
881,6.04
882,5.966666666666667
883,6.051282051282051
884,6.125
885,5.333333333333333
886,5.0285714285714285
887,6.051282051282051
888,5.967741935483871
889,6.714285714285714
890,4.96875
891,5.96875
892,6.380952380952381
893,6.057142857142857
894,5.966666666666667
895,5.333333333333333
896,5.37037037037037
897,5.684210526315789
898,6.2592592592592595
899,5.9743589743589745
900,6.0
901,6.714285714285714
902,5.0285714285714285
903,6.0
904,6.655172413793103
905,6.032258064516129
906,5.818181818181818
907,6.138888888888889
908,6.206896551724138
909,5.914285714285715
910,5.333333333333333
911,6.032258064516129
912,6.464285714285714
913,5.909090909090909
914,6.0
915,6.0
916,6.380952380952381
917,6.380952380952381
918,6.0
919,6.0
920,5.791666666666667
921,5.5
922,5.217391304347826
923,6.333333333333333
924,5.076923076923077
925,5.911764705882353
926,6.0
927,6.206896551724138
928,5.076923076923077
929,6.0
930,6.458333333333333
931,5.419354838709677
932,6.206896551724138
933,5.916666666666667
934,6.032258064516129
935,6.0
936,6.05
937,5.689655172413793
938,5.37037037037037
939,6.090909090909091
940,6.0
941,6.035714285714286
942,6.0
943,6.032258064516129
944,5.9523809523809526
945,5.5625
946,5.333333333333333
947,6.051282051282051
948,5.918918918918919
949,6.206896551724138
950,6.655172413793103
951,5.217391304347826
952,5.777777777777778
953,6.055555555555555
954,6.086956521739131
955,6.0
956,6.086956521739131
957,5.476190476190476
958,6.0
959,6.0
960,5.9523809523809526
961,6.380952380952381
962,5.592592592592593
963,5.931034482758621
964,6.433333333333334
965,6.032258064516129
966,5.32
967,6.464285714285714
968,5.911764705882353
969,7.0285714285714285
970,6.0
971,5.925925925925926
972,5.363636363636363
973,6.708333333333333
974,5.5
975,6.088235294117647
976,6.125
977,5.931034482758621
978,5.363636363636363
979,5.916666666666667
